%1. Title: CK database - Feature_Emotion dataset
%
%2. Source: 
%	(a)Data   :cohn-kanade database
%	(b)Creater:Yean Seanglidet
%	(c)Date   :12-Feb-2014
@relation emotion

@ATTRIBUTE feature1 real
@ATTRIBUTE feature2 real
@ATTRIBUTE feature3 real
@ATTRIBUTE feature4 real
@ATTRIBUTE feature5 real
@ATTRIBUTE feature6 real
@ATTRIBUTE feature7 real
@ATTRIBUTE feature8 real
@ATTRIBUTE feature9 real
@ATTRIBUTE feature10 real
@ATTRIBUTE feature11 real
@ATTRIBUTE feature12 real
@ATTRIBUTE feature13 real
@ATTRIBUTE class {Surprise,Fear,Happy,Sad,Disgust,Anger}

@DATA
0.130772,0.164729,0.166584,0.138751,2.3626,2.33348,28.3659,0.417398,0.432238,0.286914,0.296541,0.182388,0.182297,Surprise
0.149438,0.160397,0.177004,0.163374,2.2233,2.2491,5.31646,0.454881,0.47409,0.305903,0.322152,0.191747,0.200006,Surprise
0.140475,0.159592,0.173196,0.144954,2.43855,2.46267,5.07009,0.450485,0.460825,0.312761,0.317241,0.186501,0.189882,Surprise
0.132506,0.137586,0.145144,0.150677,3.26967,3.15864,10.8802,0.441863,0.442561,0.310738,0.313811,0.18913,0.186724,Happy
0.132302,0.121164,0.126019,0.123947,3.38242,3.65829,5.47916,0.457302,0.445754,0.317872,0.317315,0.189895,0.19201,Happy
0.124183,0.12002,0.122868,0.123488,4.0716,4.12168,3.97214,0.451902,0.454981,0.314023,0.318041,0.185117,0.193148,Happy
0.106665,0.115597,0.11494,0.120009,3.86409,3.63855,5.14581,0.421756,0.42213,0.298721,0.296489,0.164745,0.168233,Happy
0.105772,0.121309,0.134068,0.130139,3.74659,3.56982,9.40911,0.423684,0.413781,0.315344,0.303794,0.182752,0.171726,Happy
0.110398,0.127418,0.14146,0.127993,3.25693,3.31948,7.62032,0.433345,0.426491,0.310373,0.294988,0.182468,0.176205,Happy
0.108449,0.130012,0.141657,0.1186,2.8043,3.00929,5.16866,0.444222,0.437667,0.305872,0.305793,0.182245,0.18486,Happy
0.1155,0.133127,0.142967,0.126483,2.99624,3.02589,5.1952,0.437363,0.432372,0.310223,0.30385,0.180814,0.174163,Happy
0.112038,0.135074,0.15132,0.128164,3.14278,3.17143,7.54333,0.43463,0.431618,0.304438,0.29083,0.187249,0.184446,Happy
0.108398,0.133342,0.147534,0.123551,3.36097,3.5989,5.33156,0.449248,0.447927,0.303489,0.29626,0.19781,0.196722,Happy
0.10741,0.125233,0.13546,0.116457,2.60159,2.70569,5.06776,0.421871,0.425191,0.302475,0.303539,0.163948,0.166353,Happy
0.138748,0.137695,0.142961,0.157296,2.72318,2.78906,5.58505,0.411135,0.420294,0.307302,0.30422,0.152133,0.16867,Disgust
0.134457,0.127066,0.140698,0.143624,3.06493,3.19092,5.50811,0.414583,0.417914,0.304967,0.29892,0.151868,0.158413,Disgust
0.157641,0.143073,0.151559,0.164439,2.88634,2.9977,6.44085,0.418743,0.419568,0.318767,0.327884,0.148326,0.161473,Disgust
0.149533,0.141445,0.150418,0.147846,2.79113,3.06619,5.4265,0.439091,0.441536,0.319426,0.324571,0.163993,0.174336,Disgust
0.149963,0.130524,0.135638,0.151731,3.0762,3.63579,5.74543,0.432252,0.423557,0.31701,0.321604,0.153448,0.165873,Disgust
0.142992,0.125979,0.126139,0.151614,3.29447,3.28235,5.76099,0.422831,0.422266,0.306945,0.296815,0.164934,0.169878,Disgust
0.147949,0.137164,0.143901,0.141641,2.68518,2.90981,5.30555,0.427366,0.431205,0.32257,0.328111,0.148177,0.164621,Disgust
0.143415,0.127333,0.127128,0.143839,3.43617,3.69105,6.54747,0.428032,0.426308,0.307791,0.306066,0.162599,0.168322,Disgust
0.154619,0.13468,0.127334,0.145541,3.00515,3.21936,5.24952,0.412094,0.41622,0.314979,0.31202,0.134876,0.14536,Disgust
0.142121,0.139297,0.130763,0.149366,3.11206,3.28356,4.79021,0.413821,0.409466,0.308796,0.300186,0.140997,0.145475,Disgust
0.135908,0.133163,0.120695,0.132013,3.19619,3.22803,5.70325,0.422288,0.420117,0.338733,0.313685,0.160347,0.138657,Disgust
0.143877,0.135456,0.138223,0.151555,2.90783,2.94496,5.15147,0.417864,0.425467,0.307697,0.308743,0.14754,0.162946,Disgust
0.140648,0.135705,0.139866,0.152843,3.65392,3.24861,7.163,0.416253,0.423698,0.296,0.296341,0.164165,0.175632,Disgust
0.126428,0.145296,0.162535,0.144657,2.77488,2.90166,6.12544,0.424637,0.433884,0.310862,0.328276,0.15421,0.172863,Disgust
0.12144,0.123279,0.137582,0.133469,2.94452,3.03586,4.97305,0.434847,0.418005,0.280181,0.275803,0.194884,0.197943,Fear
0.163656,0.18573,0.200396,0.168348,2.05151,2.05109,3.70029,0.49436,0.494237,0.320889,0.316211,0.222881,0.216078,Fear
0.144077,0.160273,0.186474,0.157854,2.14379,2.06623,4.33193,0.468016,0.482727,0.299899,0.310027,0.212561,0.213835,Fear
0.122247,0.117313,0.120562,0.12359,2.53476,2.82488,3.99027,0.474806,0.450034,0.33871,0.313286,0.190774,0.186009,Fear
0.15961,0.177391,0.186388,0.156226,2.43842,2.5735,4.0668,0.492548,0.476006,0.321905,0.308392,0.227505,0.210591,Fear
0.157009,0.176052,0.184734,0.164922,2.37931,2.38213,4.20608,0.480193,0.463394,0.316792,0.293346,0.221378,0.208654,Fear
0.153097,0.179068,0.188725,0.164312,2.44013,2.48617,4.57694,0.497931,0.462211,0.321079,0.2849,0.234546,0.210256,Fear
0.164393,0.170475,0.184368,0.161656,2.36091,2.4394,4.31001,0.495987,0.476005,0.329515,0.303075,0.224953,0.215213,Fear
0.151188,0.169526,0.180249,0.147472,2.41492,2.53267,4.38441,0.492154,0.464311,0.322056,0.290345,0.227634,0.208606,Fear
0.14889,0.168843,0.176653,0.152994,2.5373,2.52391,4.45924,0.489237,0.464463,0.315806,0.285581,0.230073,0.21274,Fear
0.0953783,0.10747,0.117201,0.102635,2.5164,2.5423,4.15661,0.480806,0.462945,0.312485,0.300591,0.215744,0.207056,Surprise
0.145518,0.146393,0.171323,0.14999,2.654,2.53104,3.77924,0.455821,0.473378,0.28295,0.311661,0.205433,0.204819,Surprise
0.161733,0.182934,0.192455,0.148295,2.18547,2.47781,3.67408,0.502792,0.490519,0.325973,0.321565,0.222597,0.209571,Surprise
0.122283,0.129119,0.131249,0.134486,2.69558,2.82268,8.74775,0.422476,0.39508,0.309931,0.290396,0.171477,0.16568,Happy
0.115015,0.112692,0.129234,0.137359,2.988,3.34904,7.06852,0.436968,0.41202,0.320473,0.308234,0.171348,0.166545,Happy
0.122458,0.117733,0.128982,0.134855,2.22775,2.18222,7.53875,0.425388,0.409847,0.30889,0.288853,0.183478,0.175858,Happy
0.112134,0.101315,0.1185,0.119534,2.86229,2.92416,6.16779,0.437488,0.417616,0.30742,0.290743,0.186216,0.180063,Happy
0.110869,0.104799,0.128734,0.126199,2.37843,2.34217,6.38289,0.443329,0.430001,0.286379,0.284369,0.204019,0.201626,Happy
0.141496,0.127908,0.150435,0.138585,2.27364,2.46157,6.66558,0.45964,0.436666,0.323459,0.307909,0.197752,0.201594,Happy
0.103019,0.111131,0.122644,0.117601,3.02753,3.13488,6.34313,0.445489,0.429327,0.314488,0.294168,0.181706,0.182344,Happy
0.104224,0.108791,0.123775,0.112762,2.69108,2.69323,7.20026,0.441465,0.417995,0.309048,0.291135,0.200509,0.186025,Happy
0.0966833,0.115484,0.126428,0.117979,3.20768,3.28125,5.40004,0.455993,0.444317,0.310126,0.303072,0.197239,0.194534,Happy
0.134219,0.145097,0.147686,0.134924,2.68479,2.71923,24.9334,0.44489,0.443062,0.306956,0.297111,0.174529,0.183854,Surprise
0.150433,0.14481,0.146856,0.148555,2.55175,2.45391,10.6298,0.438315,0.438905,0.308821,0.299062,0.184288,0.184091,Surprise
0.151343,0.145574,0.155903,0.15116,2.59974,2.54335,5.83209,0.455959,0.453838,0.318477,0.300952,0.186558,0.193302,Surprise
0.156578,0.152399,0.1608,0.151998,2.80715,2.69938,3.92328,0.495218,0.491086,0.332982,0.300931,0.212377,0.215282,Surprise
0.150934,0.151625,0.169024,0.155339,2.62401,2.60016,3.08859,0.528505,0.526626,0.338176,0.322198,0.227014,0.238724,Surprise
0.164339,0.156491,0.164456,0.167573,2.51993,2.30817,2.94959,0.509535,0.518702,0.321396,0.314547,0.219861,0.23432,Surprise
0.160772,0.152397,0.163363,0.162231,2.85074,2.6691,2.89233,0.529605,0.521544,0.329468,0.314008,0.234061,0.236377,Surprise
0.164852,0.153469,0.169008,0.154479,2.78955,2.66097,3.75727,0.525718,0.520457,0.328852,0.306019,0.238667,0.246473,Surprise
0.113935,0.125491,0.136301,0.135818,3.61104,3.20469,34.5468,0.445047,0.454663,0.328557,0.320407,0.18498,0.187433,Sad
0.133015,0.125897,0.125727,0.137878,3.10067,2.95991,14.131,0.442625,0.449907,0.31834,0.312538,0.167126,0.180175,Sad
0.115431,0.114852,0.126158,0.122512,2.42647,2.30685,17.6872,0.448033,0.456535,0.32749,0.320798,0.17708,0.183377,Sad
0.0987052,0.113114,0.119529,0.12223,2.90943,2.66635,10.1941,0.428956,0.42802,0.329083,0.333292,0.167269,0.164322,Sad
0.117139,0.116159,0.133539,0.126612,2.75633,2.83542,16.8493,0.441173,0.428671,0.333331,0.32922,0.181117,0.17496,Sad
0.115069,0.112306,0.115824,0.12191,2.77796,2.69403,14.582,0.442166,0.446533,0.320461,0.321109,0.175574,0.177256,Sad
0.1157,0.116484,0.118891,0.118331,2.63063,2.62905,13.6946,0.428124,0.419422,0.327837,0.32675,0.164532,0.159328,Sad
0.105948,0.115733,0.126983,0.11189,2.61428,2.56882,13.5209,0.428178,0.426248,0.320353,0.319081,0.173793,0.169418,Sad
0.112246,0.116549,0.122952,0.119077,2.59439,2.62616,8.08387,0.425707,0.412276,0.318173,0.318896,0.17281,0.162562,Sad
0.121585,0.103926,0.106694,0.123692,2.7801,2.82114,14.8602,0.446834,0.442913,0.32026,0.314395,0.17916,0.181033,Happy
0.119859,0.0964136,0.105456,0.1149,3.30861,3.22047,8.69263,0.43379,0.424735,0.309074,0.285895,0.185356,0.181791,Happy
0.117474,0.107853,0.108732,0.13824,3.30508,3.17771,5.3437,0.433832,0.436522,0.328427,0.312585,0.164678,0.176588,Happy
0.103579,0.0983848,0.107765,0.123564,4.00551,3.56393,7.31701,0.432406,0.434005,0.312668,0.294867,0.193218,0.188949,Happy
0.104753,0.0921306,0.10223,0.113462,3.74555,3.57929,5.9254,0.447916,0.447317,0.323335,0.316596,0.182808,0.177486,Happy
0.111719,0.0959174,0.101939,0.114407,3.27382,3.10071,5.47298,0.439872,0.442835,0.317289,0.302857,0.173343,0.17661,Happy
0.104547,0.0850768,0.0945946,0.109326,3.67166,3.40843,7.48204,0.441065,0.442973,0.31529,0.306184,0.187977,0.183792,Happy
0.108155,0.106435,0.104962,0.126381,3.46567,3.33508,5.2725,0.445402,0.444438,0.31951,0.306735,0.175902,0.178813,Happy
0.120591,0.103094,0.103927,0.118992,2.79074,3.01493,4.93654,0.445001,0.440504,0.313259,0.300418,0.167208,0.17588,Happy
0.0983774,0.102174,0.108151,0.118443,4.17311,3.80506,6.14024,0.439898,0.439727,0.322946,0.317844,0.179443,0.170824,Happy
0.0998266,0.106456,0.110032,0.113305,3.76345,3.41236,5.69836,0.440233,0.439809,0.317627,0.303409,0.173255,0.176783,Happy
0.105476,0.106621,0.106247,0.126754,3.59063,3.38491,5.71041,0.438381,0.437862,0.317278,0.308701,0.17432,0.171379,Happy
0.122119,0.120403,0.108619,0.125192,2.10484,2.1254,6.14187,0.444986,0.430817,0.313063,0.304875,0.159485,0.164928,Anger
0.115971,0.115473,0.119348,0.114743,2.80804,2.82561,19.0749,0.446642,0.441739,0.326825,0.309239,0.166315,0.170285,Anger
0.11014,0.112272,0.116998,0.115156,3.04983,3.19018,14.4769,0.451916,0.446318,0.324852,0.315079,0.164797,0.170202,Anger
0.102283,0.111048,0.117665,0.12336,2.9331,2.84336,13.8709,0.443734,0.435223,0.325144,0.325025,0.180857,0.17288,Anger
0.120544,0.114038,0.118492,0.120108,2.80044,2.85774,11.1259,0.454118,0.451835,0.333817,0.320607,0.166901,0.169532,Anger
0.115522,0.109149,0.117531,0.130452,2.77952,2.76008,12.0326,0.456424,0.448431,0.325369,0.317294,0.168204,0.172984,Anger
0.145895,0.128963,0.130943,0.149333,2.95809,2.72072,5.92418,0.414761,0.428286,0.305903,0.291529,0.162209,0.180496,Happy
0.110417,0.105018,0.105339,0.109041,3.96353,4.00765,5.79621,0.432548,0.42286,0.327022,0.3103,0.159623,0.157999,Happy
0.104407,0.110967,0.114051,0.121333,3.87197,4.08324,6.35142,0.424856,0.41078,0.32388,0.304254,0.161714,0.159109,Happy
0.108984,0.113674,0.114036,0.119494,4.96127,4.85353,5.41529,0.436454,0.42847,0.329274,0.309681,0.162365,0.160221,Happy
0.12076,0.113745,0.111687,0.129107,3.83602,3.88259,5.65492,0.433368,0.425056,0.31833,0.301348,0.166252,0.163929,Happy
0.133776,0.123499,0.119373,0.136499,3.19413,3.18315,6.14782,0.420342,0.410418,0.31278,0.2852,0.161323,0.160483,Happy
0.13272,0.118755,0.113684,0.13068,2.88453,2.83871,5.20849,0.421743,0.419954,0.311654,0.281275,0.167573,0.170197,Happy
0.111205,0.105688,0.101848,0.114652,4.07487,4.1517,6.41458,0.439263,0.42813,0.326915,0.305497,0.169588,0.165234,Happy
0.116449,0.118297,0.119527,0.120265,3.83875,3.74089,5.76222,0.430237,0.425486,0.325924,0.305651,0.164565,0.160673,Happy
0.123755,0.116245,0.111288,0.134631,4.36899,4.2619,5.39968,0.440916,0.428628,0.342202,0.322608,0.159668,0.161179,Happy
0.120718,0.11168,0.112653,0.132364,4.00393,4.19321,7.24875,0.427735,0.419784,0.347767,0.317765,0.15316,0.137634,Happy
0.121126,0.112436,0.107696,0.127837,3.80269,3.9381,6.80079,0.427895,0.409718,0.325211,0.291172,0.163732,0.156756,Happy
0.118409,0.115208,0.117753,0.129651,3.92928,3.81011,5.48607,0.440052,0.427538,0.315658,0.296133,0.17661,0.17237,Happy
0.129262,0.114582,0.111969,0.134696,3.92586,4.08404,7.81704,0.433724,0.423402,0.328565,0.313616,0.167542,0.162786,Happy
0.115768,0.127,0.133244,0.140236,2.49172,2.40427,21.1875,0.440405,0.439681,0.327785,0.323864,0.165567,0.169802,Disgust
0.111255,0.115564,0.116034,0.12799,3.06986,2.88489,16.2359,0.443465,0.447957,0.342492,0.333272,0.153586,0.164526,Disgust
0.120592,0.115197,0.117127,0.134716,2.67241,2.68213,15.2754,0.443199,0.448004,0.336191,0.334955,0.153697,0.167355,Disgust
0.129387,0.122965,0.12171,0.135618,2.47472,2.50726,12.4297,0.429392,0.427997,0.339145,0.33096,0.145906,0.147388,Disgust
0.12253,0.116282,0.125321,0.134926,2.53972,2.58935,14.4712,0.445233,0.45002,0.337699,0.3328,0.158508,0.1665,Disgust
0.125322,0.119207,0.124619,0.138762,2.7176,2.78714,13.4643,0.45107,0.457311,0.353333,0.350974,0.153661,0.167023,Disgust
0.126556,0.11297,0.118538,0.129792,2.61728,2.62462,14.4435,0.437974,0.443053,0.3467,0.35144,0.163445,0.173441,Disgust
0.126942,0.118633,0.123279,0.129008,2.58991,2.72431,15.6618,0.450066,0.451604,0.358576,0.35034,0.153438,0.158193,Disgust
0.124927,0.11588,0.113646,0.131547,2.83724,2.91141,10.7527,0.436402,0.433255,0.347561,0.344024,0.145993,0.157705,Disgust
0.124452,0.112049,0.11416,0.133486,3.2078,3.37312,11.2029,0.448914,0.446538,0.351712,0.352779,0.149734,0.16105,Disgust
0.130846,0.120983,0.12163,0.14783,3.24901,3.17512,21.6271,0.438838,0.445671,0.34467,0.349484,0.150701,0.168594,Disgust
0.126707,0.123621,0.122201,0.140574,2.71137,2.57588,23.0486,0.443687,0.439928,0.337233,0.328201,0.155818,0.160865,Sad
0.133151,0.134039,0.120353,0.139967,2.46068,2.40066,21.3004,0.450285,0.447709,0.341725,0.32755,0.155786,0.161147,Sad
0.12389,0.12403,0.123051,0.135766,2.66358,2.61191,15.0679,0.44904,0.44469,0.341308,0.334466,0.160576,0.164435,Sad
0.118553,0.126359,0.122209,0.13229,2.8413,2.76094,15.2302,0.449317,0.445843,0.353209,0.351362,0.162594,0.158281,Sad
0.127733,0.117803,0.11617,0.133953,2.75132,2.7101,15.1185,0.440018,0.44314,0.334543,0.33016,0.166804,0.167159,Sad
0.128302,0.135341,0.131127,0.139741,2.64741,2.57406,16.7343,0.44702,0.448829,0.350095,0.344161,0.154081,0.164468,Sad
0.116482,0.11121,0.113546,0.124851,3.13559,3.08678,4.59448,0.45409,0.45524,0.357941,0.355287,0.169373,0.173766,Sad
0.117501,0.121954,0.127465,0.125575,3.6719,3.52004,4.69523,0.457536,0.455283,0.34026,0.337543,0.186045,0.183997,Sad
0.11545,0.117866,0.129246,0.13574,3.28726,3.08407,4.52732,0.469097,0.47763,0.336141,0.341963,0.195737,0.202907,Sad
0.119664,0.120666,0.128942,0.128581,2.31355,2.26569,7.69819,0.445447,0.443422,0.325634,0.323606,0.162704,0.168572,Surprise
0.114038,0.116784,0.120514,0.140644,2.49016,2.45347,6.90875,0.441271,0.433233,0.328848,0.312255,0.160982,0.165627,Surprise
0.114916,0.111804,0.119033,0.137413,2.56443,2.54073,8.13023,0.444471,0.439965,0.333225,0.326075,0.164524,0.169419,Surprise
0.103028,0.12563,0.127259,0.121758,2.5354,2.47908,3.40664,0.484968,0.478047,0.339611,0.324187,0.191709,0.190458,Surprise
0.119857,0.114213,0.121054,0.115976,2.5742,2.6574,2.81403,0.531721,0.522847,0.347197,0.331142,0.221117,0.225234,Surprise
0.121206,0.134389,0.145833,0.126295,2.33638,2.33109,2.43105,0.541509,0.539444,0.33835,0.321524,0.235669,0.244819,Surprise
0.12304,0.134966,0.137973,0.130391,2.71211,2.66243,2.81895,0.518793,0.504189,0.331765,0.31151,0.224769,0.221562,Surprise
0.125464,0.125106,0.13141,0.127347,2.73619,2.5712,3.19061,0.515341,0.518126,0.328321,0.311138,0.227499,0.237679,Surprise
0.110648,0.111594,0.106177,0.113491,2.26512,2.35754,10.4209,0.440895,0.429254,0.318637,0.306125,0.157841,0.160512,Anger
0.117107,0.0979659,0.0948251,0.117678,2.99207,2.92835,9.94944,0.447005,0.440592,0.324584,0.314115,0.162782,0.174249,Anger
0.109968,0.105459,0.0994528,0.110472,2.63096,2.81429,11.111,0.450313,0.431445,0.321438,0.306244,0.16088,0.160149,Anger
0.111252,0.101062,0.0862333,0.115094,2.769,2.91894,12.8131,0.446153,0.435973,0.332103,0.319558,0.154476,0.154619,Anger
0.101778,0.0941902,0.0780942,0.111071,3.09064,3.25332,8.61307,0.443345,0.433448,0.33922,0.330582,0.151078,0.158233,Anger
0.105642,0.0950003,0.0822777,0.111297,3.06432,3.25736,10.592,0.445902,0.435,0.34419,0.327643,0.156744,0.155424,Anger
0.107142,0.0950997,0.0794598,0.112602,2.82426,2.86461,8.72074,0.430095,0.42089,0.328005,0.306924,0.153912,0.152437,Anger
0.096511,0.100549,0.0930823,0.113502,3.13459,3.29701,9.69334,0.448673,0.438123,0.350164,0.340961,0.153247,0.151246,Anger
0.0973519,0.102031,0.101883,0.112249,2.85885,2.63089,6.5866,0.434327,0.430012,0.323726,0.311818,0.183727,0.172056,Anger
0.105566,0.0993676,0.0988761,0.102718,2.76091,2.919,5.21588,0.431466,0.417914,0.334692,0.316462,0.152388,0.144848,Anger
0.0993439,0.105906,0.0896207,0.10473,2.92368,3.15781,9.79404,0.445526,0.427996,0.354036,0.336064,0.146205,0.150034,Anger
0.100819,0.102062,0.107622,0.117287,2.99692,2.73758,5.59057,0.415609,0.410527,0.320614,0.304764,0.162705,0.15743,Anger
0.103752,0.102434,0.0839538,0.116217,3.15005,3.1851,8.60355,0.437822,0.430668,0.333327,0.314543,0.14873,0.154573,Anger
0.103742,0.101828,0.0968935,0.112002,2.92805,2.97203,4.85669,0.433917,0.419199,0.33569,0.31865,0.148813,0.143287,Anger
0.104564,0.118104,0.108045,0.1156,2.62376,2.68568,10.3915,0.431999,0.425876,0.340023,0.325722,0.143885,0.147912,Happy
0.115721,0.120358,0.107505,0.119369,2.39334,2.44724,10.4907,0.437982,0.432355,0.320836,0.309047,0.14796,0.154686,Happy
0.111801,0.114808,0.117589,0.121931,2.45902,2.52409,16.549,0.441529,0.441743,0.335111,0.322051,0.149029,0.153345,Happy
0.113881,0.113734,0.115605,0.105562,2.35791,2.65217,11.7187,0.443208,0.429716,0.330648,0.309502,0.159235,0.150825,Happy
0.109465,0.107396,0.10375,0.118481,2.5752,2.71485,8.51053,0.429272,0.423217,0.323156,0.312881,0.145142,0.149442,Happy
0.109566,0.099979,0.100874,0.122815,2.68604,2.71197,6.74709,0.426999,0.417694,0.318913,0.296527,0.158768,0.161761,Happy
0.111421,0.105485,0.0954519,0.122796,2.77783,2.75864,4.84396,0.420197,0.402305,0.327283,0.299764,0.150348,0.147197,Happy
0.107554,0.10744,0.103639,0.12293,3.00988,2.8977,4.45657,0.423384,0.41446,0.323077,0.309926,0.148958,0.151185,Happy
0.108055,0.0984752,0.0984817,0.114729,3.24308,3.32582,4.94537,0.434208,0.416491,0.322217,0.297607,0.163525,0.157265,Happy
0.109729,0.101754,0.0977906,0.121849,3.24528,3.13824,5.01357,0.431643,0.418366,0.331297,0.309075,0.158222,0.151649,Happy
0.103735,0.0976633,0.0946464,0.122114,3.05416,2.97628,5.60245,0.430419,0.414047,0.334629,0.318578,0.164777,0.16221,Happy
0.0955549,0.107722,0.114919,0.11784,2.64916,2.57786,5.17721,0.43032,0.418743,0.329096,0.313315,0.167554,0.158942,Happy
0.106096,0.0958847,0.0982004,0.118288,3.06311,2.9346,5.27812,0.420028,0.408216,0.314491,0.294902,0.163761,0.162121,Happy
0.10629,0.103912,0.110114,0.104411,2.76373,2.84027,3.9325,0.447007,0.436918,0.333698,0.317706,0.164289,0.154444,Happy
0.105907,0.0977772,0.102008,0.113377,2.89811,2.83229,5.01124,0.425619,0.419598,0.327709,0.312338,0.159408,0.15805,Happy
0.107198,0.107683,0.110377,0.114298,3.15067,3.29816,4.84938,0.437702,0.416943,0.323771,0.301771,0.164009,0.153474,Happy
0.108013,0.101557,0.0980493,0.116136,2.83463,2.86378,5.13186,0.422877,0.403294,0.323262,0.295779,0.160222,0.151011,Happy
0.110194,0.101869,0.096867,0.127511,3.36001,3.25016,5.38354,0.435379,0.424765,0.338192,0.312582,0.155944,0.145541,Happy
0.112432,0.101078,0.0906641,0.127976,3.0373,2.7617,5.18738,0.418341,0.409432,0.31985,0.299622,0.157273,0.160628,Happy
0.127931,0.146095,0.155239,0.13968,2.94254,2.73132,6.27752,0.50993,0.501411,0.358241,0.346345,0.219516,0.211317,Surprise
0.144733,0.160026,0.166329,0.147276,2.23155,2.10673,3.28909,0.528567,0.527916,0.346785,0.33455,0.218833,0.217114,Surprise
0.155284,0.173971,0.181321,0.141853,2.32966,2.25969,3.58225,0.527944,0.524719,0.332059,0.322303,0.240891,0.234055,Surprise
0.14898,0.168183,0.175911,0.134568,2.15731,2.04146,3.2027,0.534035,0.531584,0.335484,0.319665,0.244044,0.23492,Surprise
0.152973,0.173623,0.17379,0.124667,2.28609,2.28703,3.04497,0.534049,0.534036,0.365014,0.351348,0.217823,0.210563,Surprise
0.112916,0.146324,0.163726,0.129106,2.43353,2.07009,2.76043,0.565536,0.562248,0.344442,0.338877,0.255503,0.253366,Surprise
0.160606,0.169346,0.175737,0.134881,2.32248,2.34419,3.43341,0.531928,0.53643,0.361181,0.345377,0.23164,0.221901,Surprise
0.117798,0.142155,0.145578,0.122692,2.6876,2.62293,20.2559,0.492113,0.480438,0.354028,0.347151,0.182414,0.184328,Happy
0.107433,0.135244,0.132438,0.120891,2.55393,2.45955,9.07012,0.494179,0.478643,0.342713,0.330276,0.187772,0.188513,Happy
0.105271,0.126734,0.1329,0.127437,2.71264,2.52328,8.50642,0.490461,0.473086,0.326359,0.31487,0.207614,0.207774,Happy
0.115241,0.132021,0.143166,0.126292,2.44044,2.33262,5.49041,0.488434,0.471348,0.343731,0.33089,0.200311,0.200351,Happy
0.118168,0.141056,0.144685,0.115363,2.04438,1.94725,4.83517,0.458833,0.446678,0.320457,0.306461,0.191424,0.18612,Happy
0.110634,0.137684,0.144114,0.116724,2.40945,2.27316,3.75447,0.508927,0.489725,0.335004,0.321289,0.216619,0.207373,Happy
0.113064,0.139038,0.151848,0.110628,2.08347,2.05139,3.59544,0.509894,0.489175,0.329343,0.303358,0.228651,0.222833,Happy
0.125316,0.144282,0.158431,0.110091,1.84772,1.81983,4.3568,0.466565,0.462774,0.309255,0.295851,0.205138,0.208604,Happy
0.105887,0.126443,0.137259,0.116683,2.66068,2.58265,4.17552,0.502933,0.485121,0.34366,0.326178,0.211408,0.209349,Happy
0.111454,0.138227,0.147192,0.113176,2.23013,2.10772,4.34948,0.504635,0.48857,0.336829,0.320873,0.218822,0.214723,Happy
0.117478,0.140197,0.144152,0.132509,2.88439,2.67766,4.27116,0.501241,0.48392,0.33461,0.314638,0.220223,0.214514,Happy
0.107328,0.130161,0.139644,0.119285,2.78292,2.68484,3.85171,0.504095,0.496509,0.342349,0.328037,0.210011,0.206506,Happy
0.110723,0.133499,0.141574,0.1175,2.61421,2.44,3.87057,0.503441,0.481943,0.329882,0.314427,0.215196,0.210915,Happy
0.113763,0.130464,0.138314,0.115102,2.8072,2.62317,4.32115,0.482772,0.473737,0.340949,0.329924,0.196522,0.193807,Happy
0.11783,0.121952,0.130602,0.125225,2.50481,2.40997,3.36368,0.515834,0.50467,0.336088,0.334587,0.21445,0.220989,Happy
0.112093,0.140099,0.148428,0.114213,2.35087,2.24327,4.70473,0.49915,0.478334,0.333662,0.318327,0.21803,0.2116,Happy
0.116849,0.129163,0.132736,0.123631,2.83724,2.66057,4.17937,0.485934,0.472328,0.339998,0.327765,0.194606,0.193914,Happy
0.113095,0.138042,0.144379,0.118526,2.7206,2.52438,4.05485,0.486928,0.473836,0.327978,0.310096,0.211015,0.205987,Happy
0.109031,0.139282,0.141514,0.125653,2.465,2.28084,3.94551,0.487517,0.476963,0.327984,0.314393,0.204282,0.209024,Happy
0.110235,0.13379,0.152097,0.125796,2.55224,2.56784,4.14515,0.487435,0.472281,0.329756,0.326064,0.207569,0.200659,Happy
0.107618,0.126061,0.132575,0.109325,2.87026,2.83156,4.54058,0.491762,0.471029,0.333794,0.321329,0.207027,0.200246,Happy
0.0969705,0.139123,0.148925,0.116635,2.35942,2.21963,4.33234,0.480343,0.46916,0.328355,0.310567,0.209947,0.202127,Happy
0.0945851,0.138061,0.144399,0.122794,2.96163,2.61017,4.8236,0.50657,0.485717,0.334774,0.309915,0.231962,0.217471,Happy
0.115973,0.158159,0.161095,0.145297,2.52804,2.23808,22.5495,0.480181,0.480082,0.338118,0.337393,0.196032,0.201584,Sad
0.118185,0.13499,0.149468,0.140854,2.98749,2.75126,16.3176,0.482331,0.481263,0.341974,0.347271,0.196453,0.207856,Sad
0.130755,0.148171,0.158737,0.141206,2.79519,2.45537,24.1289,0.480119,0.486953,0.341397,0.344626,0.196504,0.205563,Sad
0.122342,0.15863,0.155565,0.1456,2.59523,2.27557,29.4022,0.462961,0.468519,0.339311,0.332086,0.183165,0.186951,Sad
0.114867,0.124198,0.137144,0.140409,3.4267,2.8823,21.8829,0.490992,0.494953,0.343072,0.353058,0.212298,0.217861,Sad
0.131129,0.139108,0.148112,0.138468,2.75482,2.43399,20.8041,0.48196,0.48715,0.330525,0.3408,0.201558,0.213457,Sad
